Cloudiness,Country,Date,Humidity,Latitude,Longitude,Maximum Temp,Wind Speed
100,RU,1605693726,94,42.73,133.08,46.99,10.49
98,CN,1605693726,67,30.13,111.78,61.63,13.31
0,AU,1605693726,72,-32.72,152.15,68.0,8.05
1,US,1605693726,100,32.35,-90.88,39.2,6.08
75,NO,1605693726,87,59.28,5.31,53.6,24.16
66,AU,1605693727,75,-35.72,150.18,68.0,3.0
0,FR,1605693727,93,47.33,-2.43,57.0,5.82
0,OM,1605693654,62,17.02,54.09,84.2,13.87
57,EC,1605693727,84,-3.83,-78.76,65.07,0.85
90,UZ,1605693727,78,41.26,71.55,33.8,6.93
15,RU,1605693727,87,59.22,39.89,26.55,18.48
33,NZ,1605693727,86,-42.72,170.97,52.66,4.32
0,KZ,1605693728,78,44.17,52.12,30.54,17.29
100,RU,1605693728,92,54.37,92.14,12.76,1.68
100,GT,1605693728,94,14.3,-91.92,66.99,5.01
20,JM,1605693728,83,18.03,-77.85,77.0,3.36
78,VE,1605693728,96,5.66,-67.62,71.91,5.21
100,KZ,1605693729,82,41.25,67.97,28.47,6.73
100,PE,1605693681,86,-10.75,-77.77,62.87,5.37
100,RU,1605693729,90,66.77,123.37,-7.2,16.44
0,NP,1605693729,43,28.13,82.3,70.99,5.17
0,ZA,1605693729,24,-25.67,27.24,90.07,8.7
93,RU,1605693729,77,46.49,135.88,18.79,1.74
69,MR,1605693730,20,20.5,-10.07,76.82,17.63
100,LK,1605693730,83,5.95,80.54,79.0,1.86
20,IE,1605693730,81,52.05,-9.52,46.4,11.41
20,PF,1605693730,83,-17.73,-149.15,77.0,3.36
0,AR,1605693730,57,-43.3,-65.1,59.43,5.99
100,CN,1605693730,87,49.6,117.43,17.04,6.85
98,BR,1605693730,96,-6.64,-51.99,72.91,1.03
87,CO,1605693731,94,8.57,-74.55,73.13,1.97
40,MY,1605693700,94,1.55,110.33,80.6,3.62
0,CN,1605693731,63,36.62,101.77,40.46,2.59
100,BR,1605693731,85,-13.04,-46.77,72.01,1.16
95,RU,1605693731,90,67.45,153.68,-10.1,4.59
100,RU,1605693732,95,60.37,93.04,6.49,9.86
9,CN,1605693732,67,25.8,113.03,76.14,5.26
100,RU,1605693732,91,61.67,96.37,5.94,4.21
73,AF,1605693732,26,30.44,61.84,64.9,17.22
35,CA,1605693732,78,49.68,-83.67,10.4,4.7
75,JP,1605693733,93,36.3,139.8,71.01,3.36
1,US,1605693733,64,34.62,-79.01,39.2,6.93
91,PH,1605693733,75,5.4,125.46,84.51,20.62
33,ZA,1605693733,33,-28.52,28.82,77.77,11.77
1,US,1605693618,100,43.7,-85.48,19.4,2.98
90,ID,1605693733,79,-7.95,110.28,82.33,10.6
94,SE,1605693734,86,63.29,18.72,39.2,13.87
0,CL,1605693734,87,-45.58,-72.07,42.8,0.54
75,CA,1605693734,79,50.03,-66.87,23.0,12.75
12,TM,1605693734,52,39.51,54.37,40.87,14.29
86,RU,1605693734,92,60.73,77.59,21.2,4.47
40,JP,1605693735,87,35.73,140.83,60.8,3.36
87,PH,1605693735,85,10.88,122.49,79.21,9.28
40,BR,1605693735,94,-5.2,-35.46,75.2,3.36
0,RU,1605693735,88,53.75,127.27,9.41,3.42
0,ES,1605693735,78,37.1,-4.39,69.01,5.01
40,RU,1605693735,84,56.12,101.16,8.6,8.95
72,AU,1605693511,7,-31.95,141.43,86.0,8.05
100,BR,1605693735,98,-9.17,-60.63,71.44,1.12
100,LY,1605693736,43,31.67,20.25,70.29,6.29
40,BR,1605693736,78,-20.32,-40.34,78.8,8.05
100,AU,1605693736,59,-38.27,141.97,64.44,5.03
60,RU,1605693736,89,58.84,125.49,2.37,6.2
75,ES,1605693736,93,37.81,-0.84,64.99,1.12
0,TR,1605693737,51,37.52,42.46,60.8,3.36
100,CU,1605693737,83,22.9,-83.16,75.07,19.13
100,GL,1605693737,40,60.72,-46.03,37.4,23.04
35,TZ,1605693737,50,-5.7,34.48,81.19,5.88
75,AO,1605693737,72,-11.21,13.84,80.6,5.82
100,DE,1605693737,84,52.94,12.4,55.0,5.99
100,GB,1605693737,95,54.55,-3.58,53.01,23.0
40,GB,1605693738,76,56.56,-2.59,57.2,18.34
91,NZ,1605693738,86,-39.2,173.88,52.0,14.0
8,ID,1605693738,75,-0.87,134.08,81.97,3.18
90,RU,1605693738,100,52.54,103.89,19.4,6.71
0,NC,1605693738,74,-22.67,167.48,72.99,16.28
0,UG,1605693738,30,2.53,34.67,81.86,13.62
0,CL,1605693739,87,-29.95,-71.34,50.0,2.24
90,CA,1605693739,85,55.78,-118.84,12.99,13.87
